tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,p1_games,p2_games,score,p_win
Suisse Open Gstaad,2022-07-18,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,14.86,Ymer M.,15.14,Delbonis F.,13,9,6-4 7-5,0
Suisse Open Gstaad,2022-07-18,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,14.89,Lehecka J.,14.9,Lehecka J.,4,12,1-6 3-6,1
Suisse Open Gstaad,2022-07-18,ATP250,Outdoor,Clay,1st Round,3,Ritschard A.,14.83,Sousa J.,14.96,Ritschard A.,12,6,6-3 6-3,0
Suisse Open Gstaad,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Hanfmann Y.,14.73,Garin C.,15.34,Hanfmann Y.,12,7,6-3 6-4,0
Suisse Open Gstaad,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Gaston H.,14.83,Thiem D.,15.04,Thiem D.,13,14,6-1 1-6 6-7,1
Suisse Open Gstaad,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Jarry N.,14.73,Monteiro T.,15.02,Jarry N.,20,19,6-7 7-6 7-6,0
Suisse Open Gstaad,2022-07-20,ATP250,Outdoor,Clay,2nd Round,3,Munar J.,15.34,Ritschard A.,14.83,Munar J.,12,6,6-3 6-3,0
Suisse Open Gstaad,2022-07-21,ATP250,Outdoor,Clay,2nd Round,3,Ymer E.,14.81,Martinez P.,15.05,Martinez P.,13,17,5-7 6-4 2-6,1
Suisse Open Gstaad,2022-07-21,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,15.04,Delbonis F.,14.86,Thiem D.,13,9,7-6 6-3,0
Suisse Open Gstaad,2022-07-21,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,15.66,Lehecka J.,14.9,Ruud C.,12,7,6-3 6-4,0
Suisse Open Gstaad,2022-07-21,ATP250,Outdoor,Clay,2nd Round,3,Hanfmann Y.,14.73,Jarry N.,14.73,Jarry N.,12,14,6-7 6-7,1
Suisse Open Gstaad,2022-07-22,ATP250,Outdoor,Clay,Quarterfinals,3,Martinez P.,15.05,Berrettini M.,15.68,Berrettini M.,13,16,6-3 6-7 1-6,1
Suisse Open Gstaad,2022-07-22,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,15.66,Munar J.,15.34,Ruud C.,14,12,7-6 7-6,0
Suisse Open Gstaad,2022-07-23,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,15.68,Thiem D.,15.04,Berrettini M.,12,5,6-1 6-4,0
Suisse Open Gstaad,2022-07-24,ATP250,Outdoor,Clay,The Final,3,Ruud C.,15.66,Berrettini M.,15.68,Ruud C.,17,14,4-6 7-6 6-2,0
European Open,2022-07-18,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,15.49,Davidovich Fokina A.,15.39,Davidovich Fokina A.,8,12,4-6 4-6,1
European Open,2022-07-18,ATP250,Outdoor,Clay,1st Round,3,Molcan A.,15.3,Topo M.,13.43,Molcan A.,13,8,7-5 6-3,0
European Open,2022-07-18,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,15.11,Musetti L.,15.18,Musetti L.,16,19,7-6 6-7 3-6,1
European Open,2022-07-18,ATP250,Outdoor,Clay,1st Round,3,Kovalik J.,14.72,Rehberg M.,13,Kovalik J.,16,12,3-6 7-5 6-1,0
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Ruusuvuori E.,15.33,Schwartzman D.,15.48,Ruusuvuori E.,13,9,7-5 6-4,0
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Rune H.,15.43,Griekspoor T.,15.26,Griekspoor T.,11,14,6-7 5-7,1
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Coric B.,15.15,Djere L.,15.36,Coric B.,14,15,1-6 7-6 6-3,0
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Nardi L.,14.65,Carreno Busta P.,15.51,Carreno Busta P.,3,12,2-6 1-6,1
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Fognini F.,15.2,Bedene A.,14.95,Fognini F.,16,15,6-3 3-6 7-6,0
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Kuhn N.,14.38,Alcaraz C.,15.97,Alcaraz C.,13,16,6-3 1-6 6-7,1
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Krajinovic F.,15.15,Baez S.,15.48,Krajinovic F.,17,13,6-1 4-6 7-6,0
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Basilashvili N.,14.91,Karatsev A.,15.21,Karatsev A.,4,12,4-6 0-6,1
European Open,2022-07-19,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,14.88,Cerundolo F.,15.32,Cerundolo F.,12,14,6-2 4-6 2-6,1
European Open,2022-07-20,ATP250,Outdoor,Clay,1st Round,3,Rublev A.,15.65,Berankis R.,15.08,Rublev A.,12,7,6-3 6-4,0
European Open,2022-07-20,ATP250,Outdoor,Clay,2nd Round,3,Griekspoor T.,15.26,Coric B.,15.15,Coric B.,7,12,3-6 4-6,1
European Open,2022-07-20,ATP250,Outdoor,Clay,2nd Round,3,Molcan A.,15.3,Carreno Busta P.,15.51,Molcan A.,14,15,6-3 1-6 7-6,0
European Open,2022-07-20,ATP250,Outdoor,Clay,2nd Round,3,Kovalik J.,14.72,Davidovich Fokina A.,15.39,Davidovich Fokina A.,4,12,2-6 2-6,1
European Open,2022-07-20,ATP250,Outdoor,Clay,2nd Round,3,Musetti L.,15.18,Ruusuvuori E.,15.33,Musetti L.,13,9,6-4 7-5,0
European Open,2022-07-21,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo F.,15.32,Rublev A.,15.65,Cerundolo F.,12,6,6-4 6-2,0
European Open,2022-07-21,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,15.2,Khachanov K.,15.48,Khachanov K.,8,13,3-6 5-7,1
European Open,2022-07-21,ATP250,Outdoor,Clay,2nd Round,3,Alcaraz C.,15.97,Krajinovic F.,15.15,Alcaraz C.,13,9,7-6 6-3,0
European Open,2022-07-22,ATP250,Outdoor,Clay,Quarterfinals,3,Karatsev A.,15.21,Cerundolo F.,15.32,Cerundolo F.,15,17,3-6 6-4 6-7,1
European Open,2022-07-22,ATP250,Outdoor,Clay,Quarterfinals,3,Musetti L.,15.18,Davidovich Fokina A.,15.39,Musetti L.,12,7,6-4 6-3,0
European Open,2022-07-22,ATP250,Outdoor,Clay,Quarterfinals,3,Khachanov K.,15.48,Alcaraz C.,15.97,Alcaraz C.,2,12,0-6 2-6,1
European Open,2022-07-23,ATP250,Outdoor,Clay,Semifinals,3,Musetti L.,15.18,Cerundolo F.,15.32,Musetti L.,13,9,6-3 7-6,0
European Open,2022-07-23,ATP250,Outdoor,Clay,Semifinals,3,Molcan A.,15.3,Alcaraz C.,15.97,Alcaraz C.,7,13,6-7 1-6,1
European Open,2022-07-24,ATP250,Outdoor,Clay,The Final,3,Musetti L.,15.18,Alcaraz C.,15.97,Musetti L.,18,15,6-4 6-7 6-4,0
Atlanta Open,2022-07-25,ATP250,Outdoor,Hard,1st Round,3,Daniel T.,15.15,Korda S.,15.65,Daniel T.,13,10,1-6 6-1 6-3,0
Atlanta Open,2022-07-25,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,15.04,Nakashima B.,15.32,Nakashima B.,15,16,6-7 6-3 3-6,1
Atlanta Open,2022-07-25,ATP250,Outdoor,Hard,1st Round,3,Millman J.,14.86,Popyrin A.,14.81,Millman J.,17,15,7-6 4-6 6-3,0
Atlanta Open,2022-07-26,ATP250,Outdoor,Hard,1st Round,3,Paire B.,14.81,Brooksby J.,15.3,Brooksby J.,4,12,3-6 1-6,1
Atlanta Open,2022-07-26,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,15.34,Halys Q.,15.07,Ivashka I.,15,9,6-0 3-6 6-3,0
Atlanta Open,2022-07-26,ATP250,Outdoor,Hard,1st Round,3,Sock J.,15.06,Paul T.,15.38,Paul T.,2,12,1-6 1-6,1
Atlanta Open,2022-07-26,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,15.09,Kudla D.,14.97,Mcdonald M.,13,8,6-2 7-6,0
Atlanta Open,2022-07-26,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,14.06,Shelton B.,14.61,Shelton B.,7,13,2-6 5-7,1
Atlanta Open,2022-07-27,ATP250,Outdoor,Hard,1st Round,3,Martin A.,14.22,Kokkinakis T.,15.32,Martin A.,12,5,6-3 6-2,0
Atlanta Open,2022-07-27,ATP250,Outdoor,Hard,1st Round,3,Koepfer D.,14.85,Duckworth J.,14.94,Duckworth J.,11,18,1-6 7-6 3-6,1
Atlanta Open,2022-07-27,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,14.93,Gojowczyk P.,14.43,Mannarino A.,13,9,6-3 7-6,0
Atlanta Open,2022-07-27,ATP250,Outdoor,Hard,2nd Round,3,Nakashima B.,15.32,Millman J.,14.86,Nakashima B.,13,10,7-6 6-4,0
Atlanta Open,2022-07-27,ATP250,Outdoor,Hard,2nd Round,3,Daniel T.,15.15,Tiafoe F.,15.28,Tiafoe F.,9,13,5-7 4-6,1
Atlanta Open,2022-07-28,ATP250,Outdoor,Hard,2nd Round,3,Ivashka I.,15.34,Johnson S.,15.06,Ivashka I.,16,12,4-6 6-2 6-4,0
Atlanta Open,2022-07-28,ATP250,Outdoor,Hard,2nd Round,3,Martin A.,14.22,Mannarino A.,14.93,Mannarino A.,8,13,5-7 3-6,1
Atlanta Open,2022-07-28,ATP250,Outdoor,Hard,2nd Round,3,Brooksby J.,15.3,Mcdonald M.,15.09,Brooksby J.,12,7,6-3 6-4,0
Atlanta Open,2022-07-29,ATP250,Outdoor,Hard,2nd Round,3,Duckworth J.,14.94,De Minaur A.,15.54,De Minaur A.,8,12,4-6 4-6,1
Atlanta Open,2022-07-29,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,15.38,Ivashka I.,15.34,Ivashka I.,9,15,2-6 6-3 1-6,1
Atlanta Open,2022-07-29,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,15.54,Mannarino A.,14.93,De Minaur A.,16,9,4-6 6-3 6-0,0
Atlanta Open,2022-07-29,ATP250,Outdoor,Hard,Quarterfinals,3,Nakashima B.,15.32,Tiafoe F.,15.28,Tiafoe F.,6,12,4-6 2-6,1
Atlanta Open,2022-07-30,ATP250,Outdoor,Hard,Semifinals,3,Ivashka I.,15.34,De Minaur A.,15.54,De Minaur A.,11,17,7-5 2-6 2-6,1
Atlanta Open,2022-07-31,ATP250,Outdoor,Hard,Semifinals,3,Brooksby J.,15.3,Tiafoe F.,15.28,Brooksby J.,12,5,6-1 6-4,0
Atlanta Open,2022-07-31,ATP250,Outdoor,Hard,The Final,3,Brooksby J.,15.3,De Minaur A.,15.54,De Minaur A.,6,12,3-6 3-6,1
Generali Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,14.93,Kopriva V.,14.67,Sousa J.,13,6,6-1 7-5,0
Generali Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Misolic F.,14.69,Dutra Da Silva D.,14.34,Misolic F.,13,8,6-2 7-6,0
Generali Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Monteiro T.,15.02,Lehecka J.,14.84,Lehecka J.,10,13,6-7 4-6,1
Generali Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,15.09,Sachko V.,14.33,Lajovic D.,13,10,6-4 7-6,0
Generali Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Coria F.,14.96,Garin C.,15.34,Coria F.,13,9,6-4 7-5,0
Generali Open,2022-07-26,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,15.04,Jarry N.,14.75,Martinez P.,13,9,7-6 6-3,0
Generali Open,2022-07-26,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,15.03,Shevchenko A.,14.87,Thiem D.,12,6,6-4 6-2,0
Generali Open,2022-07-27,ATP250,Outdoor,Clay,2nd Round,3,Coria F.,14.96,Martinez P.,15.04,Martinez P.,7,12,4-6 3-6,1
Generali Open,2022-07-27,ATP250,Outdoor,Clay,2nd Round,3,Rodionov J.,14.8,Bautista Agut R.,15.55,Bautista Agut R.,5,12,1-6 4-6,1
Generali Open,2022-07-27,ATP250,Outdoor,Clay,2nd Round,3,Lehecka J.,14.84,Sousa J.,14.93,Lehecka J.,14,15,7-6 1-6 6-3,0
Generali Open,2022-07-27,ATP250,Outdoor,Clay,2nd Round,3,Ofner S.,14.84,Thiem D.,15.03,Thiem D.,11,15,2-6 6-3 3-6,1
Generali Open,2022-07-27,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,15.09,Karatsev A.,15.19,Lajovic D.,13,8,7-5 6-3,0
Generali Open,2022-07-28,ATP250,Outdoor,Clay,Quarterfinals,3,Bautista Agut R.,15.55,Lehecka J.,14.84,Bautista Agut R.,18,16,4-6 7-5 7-5,0
Generali Open,2022-07-28,ATP250,Outdoor,Clay,Quarterfinals,3,Thiem D.,15.03,Hanfmann Y.,14.77,Hanfmann Y.,14,15,4-6 6-3 4-6,1
Generali Open,2022-07-29,ATP250,Outdoor,Clay,Quarterfinals,3,Misolic F.,14.69,Lajovic D.,15.09,Misolic F.,15,15,2-6 7-6 6-3,0
Generali Open,2022-07-30,ATP250,Outdoor,Clay,Semifinals,3,Misolic F.,14.69,Hanfmann Y.,14.77,Misolic F.,15,14,6-2 2-6 7-6,0
Generali Open,2022-07-30,ATP250,Outdoor,Clay,The Final,3,Misolic F.,14.69,Bautista Agut R.,15.55,Bautista Agut R.,4,12,2-6 2-6,1
Croatia Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Zeppieri G.,14.85,Cachin P.,15.09,Zeppieri G.,15,11,3-6 6-1 6-4,0
Croatia Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Laaksonen H.,14.41,Carballes Baena R.,14.94,Carballes Baena R.,9,13,4-6 5-7,1
Croatia Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Ymer M.,15.12,Munar J.,15.3,Munar J.,11,16,6-4 1-6 4-6,1
Croatia Open,2022-07-25,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,14.73,Poljicak M.,13.53,Cecchinato M.,17,10,6-1 5-7 6-2,0
Croatia Open,2022-07-26,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,14.84,Bagnis F.,14.78,Bagnis F.,8,13,5-7 3-6,1
Croatia Open,2022-07-26,ATP250,Outdoor,Clay,1st Round,3,Moutet C.,15.21,Altmaier D.,14.86,Moutet C.,12,6,6-4 6-2,0
Croatia Open,2022-07-26,ATP250,Outdoor,Clay,1st Round,3,Ajdukovic D.,14.5,Molcan A.,15.29,Molcan A.,8,13,2-6 6-7,1
Croatia Open,2022-07-26,ATP250,Outdoor,Clay,1st Round,3,Gombos N.,14.8,Delbonis F.,14.86,Gombos N.,17,15,6-4 5-7 6-4,0
Croatia Open,2022-07-26,ATP250,Outdoor,Clay,1st Round,3,Djere L.,15.36,Agamenone F.,14.59,Agamenone F.,17,16,6-7 6-2 5-7,1
Croatia Open,2022-07-26,ATP250,Outdoor,Clay,1st Round,3,Musetti L.,15.17,Bedene A.,14.92,Musetti L.,15,9,6-2 3-6 6-1,0
Croatia Open,2022-07-27,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,14.94,Molcan A.,15.29,Carballes Baena R.,15,11,3-6 6-2 6-3,0
Croatia Open,2022-07-27,ATP250,Outdoor,Clay,2nd Round,3,Sinner J.,15.68,Munar J.,15.3,Sinner J.,12,8,6-4 6-4,0
Croatia Open,2022-07-28,ATP250,Outdoor,Clay,2nd Round,3,Musetti L.,15.17,Cecchinato M.,14.73,Cecchinato M.,7,12,4-6 3-6,1
Croatia Open,2022-07-28,ATP250,Outdoor,Clay,2nd Round,3,Bagnis F.,14.78,Moutet C.,15.21,Bagnis F.,12,4,6-3 6-1,0
Croatia Open,2022-07-28,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,15.51,Agamenone F.,14.59,Agamenone F.,12,16,6-3 1-6 5-7,1
Croatia Open,2022-07-28,ATP250,Outdoor,Clay,2nd Round,3,Alcaraz C.,15.92,Gombos N.,14.8,Alcaraz C.,12,5,6-2 6-3,0
Croatia Open,2022-07-29,ATP250,Outdoor,Clay,Quarterfinals,3,Cecchinato M.,14.73,Agamenone F.,14.59,Agamenone F.,3,12,2-6 1-6,1
Croatia Open,2022-07-29,ATP250,Outdoor,Clay,Quarterfinals,3,Sinner J.,15.68,Carballes Baena R.,14.94,Sinner J.,13,10,6-4 7-6,0
Croatia Open,2022-07-29,ATP250,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,15.92,Bagnis F.,14.78,Alcaraz C.,12,4,6-0 6-4,0
Croatia Open,2022-07-30,ATP250,Outdoor,Clay,Semifinals,3,Zeppieri G.,14.85,Alcaraz C.,15.92,Alcaraz C.,14,17,5-7 6-4 3-6,1
Croatia Open,2022-07-30,ATP250,Outdoor,Clay,Semifinals,3,Sinner J.,15.68,Agamenone F.,14.59,Sinner J.,12,4,6-1 6-3,0
Croatia Open,2022-07-31,ATP250,Outdoor,Clay,The Final,3,Alcaraz C.,15.92,Sinner J.,15.68,Sinner J.,9,18,7-6 1-6 1-6,1
Los Cabos Open,2022-08-02,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,14.97,Halys Q.,15.04,Berankis R.,14,11,7-6 7-5,0
Los Cabos Open,2022-08-02,ATP250,Outdoor,Hard,1st Round,3,Purcell M.,14.59,Laaksonen H.,14.39,Purcell M.,15,13,6-3 3-6 6-4,0
Los Cabos Open,2022-08-03,ATP250,Outdoor,Hard,1st Round,3,Etcheverry T.,14.78,Kubler J.,15.16,Kubler J.,11,18,7-6 3-6 1-6,1
Los Cabos Open,2022-08-03,ATP250,Outdoor,Hard,1st Round,3,Bagnis F.,14.75,Escobedo E.,14.46,Bagnis F.,12,4,6-3 6-1,0
Los Cabos Open,2022-08-03,ATP250,Outdoor,Hard,1st Round,3,Barrientos N.,14.05,Hernandez A.,14,Hernandez A.,14,15,6-3 4-6 4-6,1
Los Cabos Open,2022-08-03,ATP250,Outdoor,Hard,1st Round,3,Villanueva G.,14.3,Johnson S.,15.06,Johnson S.,10,13,6-7 4-6,1
Los Cabos Open,2022-08-03,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,15.32,Uchida K.,14.07,Nakashima B.,13,8,7-6 6-2,0
Los Cabos Open,2022-08-03,ATP250,Outdoor,Hard,1st Round,3,Hanfmann Y.,14.77,Thompson J.,15.04,Thompson J.,3,12,3-6 0-6,1
Los Cabos Open,2022-08-04,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,15.04,Kecmanovic M.,15.46,Kecmanovic M.,6,12,4-6 2-6,1
Los Cabos Open,2022-08-04,ATP250,Outdoor,Hard,2nd Round,3,Nakashima B.,15.32,Purcell M.,14.59,Nakashima B.,12,6,6-3 6-3,0
Los Cabos Open,2022-08-04,ATP250,Outdoor,Hard,2nd Round,3,Albot R.,14.74,Kubler J.,15.16,Albot R.,12,6,6-4 6-2,0
Los Cabos Open,2022-08-04,ATP250,Outdoor,Hard,2nd Round,3,Bagnis F.,14.75,Berankis R.,14.97,Berankis R.,9,13,6-7 3-6,1
Los Cabos Open,2022-08-04,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,15.06,Kokkinakis T.,15.29,Johnson S.,18,15,6-7 6-4 6-4,0
Los Cabos Open,2022-08-04,ATP250,Outdoor,Hard,2nd Round,3,Hijikata R.,14.39,Medvedev D.,15.77,Medvedev D.,7,12,4-6 3-6,1
Los Cabos Open,2022-08-05,ATP250,Outdoor,Hard,Quarterfinals,3,Nakashima B.,15.32,Kecmanovic M.,15.46,Kecmanovic M.,6,12,2-6 4-6,1
Los Cabos Open,2022-08-05,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,15.77,Berankis R.,14.97,Medvedev D.,12,4,6-2 6-2,0
Los Cabos Open,2022-08-05,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,15.54,Albot R.,14.74,Norrie C.,13,9,6-3 7-6,0
Los Cabos Open,2022-08-06,ATP250,Outdoor,Hard,Semifinals,3,Kecmanovic M.,15.46,Medvedev D.,15.77,Medvedev D.,7,13,6-7 1-6,1
Los Cabos Open,2022-08-07,ATP250,Outdoor,Hard,The Final,3,Norrie C.,15.54,Medvedev D.,15.77,Medvedev D.,5,13,5-7 0-6,1
Citi Open,2022-08-01,ATP500,Outdoor,Hard,1st Round,3,Kudla D.,14.95,Mmoh M.,14.6,Kudla D.,13,13,1-6 6-3 6-4,0
Citi Open,2022-08-01,ATP500,Outdoor,Hard,1st Round,3,Duckworth J.,14.93,Gojo B.,14.54,Gojo B.,14,17,6-4 6-7 2-6,1
Citi Open,2022-08-01,ATP500,Outdoor,Hard,1st Round,3,Murray A.,15.33,Ymer M.,15.07,Ymer M.,13,17,6-7 6-4 1-6,1
Citi Open,2022-08-01,ATP500,Outdoor,Hard,1st Round,3,Draper J.,15.26,Kozlov S.,14.6,Draper J.,13,7,7-5 6-2,0
Citi Open,2022-08-01,ATP500,Outdoor,Hard,1st Round,3,Klahn B.,14.18,Mannarino A.,14.86,Mannarino A.,6,12,2-6 4-6,1
Citi Open,2022-08-02,ATP500,Outdoor,Hard,1st Round,3,Paire B.,14.8,Gojowczyk P.,14.45,Paire B.,13,9,7-5 6-4,0
Citi Open,2022-08-02,ATP500,Outdoor,Hard,1st Round,3,Bonzi B.,15.27,Eubanks C.,14.87,Eubanks C.,14,16,6-3 3-6 5-7,1
Citi Open,2022-08-02,ATP500,Outdoor,Hard,1st Round,3,Ruusuvuori E.,15.3,Mcdonald M.,15.07,Ruusuvuori E.,13,14,1-6 6-4 6-4,0
Citi Open,2022-08-02,ATP500,Outdoor,Hard,1st Round,3,Brooksby J.,15.29,Nishioka Y.,14.94,Nishioka Y.,7,12,4-6 3-6,1
Citi Open,2022-08-02,ATP500,Outdoor,Hard,1st Round,3,Korda S.,15.62,Ivashka I.,15.33,Korda S.,13,10,6-4 7-6,0
Citi Open,2022-08-02,ATP500,Outdoor,Hard,1st Round,3,Goffin D.,15.43,Sock J.,15.06,Sock J.,10,13,6-7 4-6,1
Citi Open,2022-08-03,ATP500,Outdoor,Hard,1st Round,3,Kyrgios N.,15.71,Giron M.,14.92,Kyrgios N.,12,5,6-3 6-2,0
Citi Open,2022-08-02,ATP500,Outdoor,Hard,2nd Round,3,Edmund K.,14.86,Evans D.,15.1,Evans D.,3,12,1-6 2-6,1
Citi Open,2022-08-02,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,15.48,Draper J.,15.26,Rublev A.,12,6,6-4 6-2,0
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Gojo B.,14.54,Van De Zandschulp B.,15.44,Van De Zandschulp B.,17,19,6-7 7-6 4-6,1
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,15.44,Koepfer D.,14.78,Khachanov K.,19,16,6-7 7-5 6-4,0
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Paire B.,14.8,Rune H.,15.35,Rune H.,5,12,3-6 2-6,1
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,15.3,Hurkacz H.,15.59,Ruusuvuori E.,13,10,6-4 7-6,0
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Karatsev A.,15.19,Ymer M.,15.07,Ymer M.,14,15,4-6 6-3 4-6,1
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Nishioka Y.,14.94,De Minaur A.,15.52,Nishioka Y.,16,14,3-6 7-6 6-2,0
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Baez S.,15.51,Korda S.,15.62,Korda S.,5,12,1-6 4-6,1
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Fritz T.,15.69,Popyrin A.,14.77,Fritz T.,12,7,6-4 6-3,0
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Dimitrov G.,15.51,Mannarino A.,14.86,Dimitrov G.,16,12,6-1 3-6 7-5,0
Citi Open,2022-08-03,ATP500,Outdoor,Hard,2nd Round,3,Sock J.,15.06,Cressy M.,15.21,Cressy M.,10,16,6-4 4-6 0-6,1
Citi Open,2022-08-04,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,15.28,Eubanks C.,14.87,Tiafoe F.,13,9,6-3 7-6,0
Citi Open,2022-08-04,ATP500,Outdoor,Hard,2nd Round,3,Kudla D.,14.95,Opelka R.,15.19,Opelka R.,15,18,7-6 4-6 4-6,1
Citi Open,2022-08-04,ATP500,Outdoor,Hard,2nd Round,3,Kyrgios N.,15.71,Paul T.,15.38,Kyrgios N.,12,7,6-3 6-4,0
Citi Open,2022-08-04,ATP500,Outdoor,Hard,3rd Round,3,Khachanov K.,15.44,Nishioka Y.,14.94,Nishioka Y.,12,14,6-7 6-7,1
Citi Open,2022-08-04,ATP500,Outdoor,Hard,3rd Round,3,Ymer M.,15.07,Ruusuvuori E.,15.3,Ymer M.,18,14,6-3 6-7 6-4,0
Citi Open,2022-08-05,ATP500,Outdoor,Hard,3rd Round,3,Rublev A.,15.48,Cressy M.,15.21,Rublev A.,13,10,6-4 7-6,0
Citi Open,2022-08-05,ATP500,Outdoor,Hard,3rd Round,3,Van De Zandschulp B.,15.44,Tiafoe F.,15.28,Tiafoe F.,11,16,6-4 2-6 3-6,1
Citi Open,2022-08-05,ATP500,Outdoor,Hard,3rd Round,3,Korda S.,15.62,Dimitrov G.,15.51,Korda S.,16,9,4-6 6-1 6-2,0
Citi Open,2022-08-05,ATP500,Outdoor,Hard,3rd Round,3,Opelka R.,15.19,Kyrgios N.,15.71,Kyrgios N.,8,13,6-7 2-6,1
Citi Open,2022-08-05,ATP500,Outdoor,Hard,Quarterfinals,3,Nishioka Y.,14.94,Evans D.,15.1,Nishioka Y.,18,17,7-6 4-6 7-5,0
Citi Open,2022-08-06,ATP500,Outdoor,Hard,Quarterfinals,3,Ymer M.,15.07,Korda S.,15.62,Ymer M.,17,12,6-2 5-7 6-3,0
Citi Open,2022-08-06,ATP500,Outdoor,Hard,Quarterfinals,3,Tiafoe F.,15.28,Kyrgios N.,15.71,Kyrgios N.,15,19,7-6 6-7 2-6,1
Citi Open,2022-08-07,ATP500,Outdoor,Hard,Semifinals,3,Kyrgios N.,15.71,Ymer M.,15.07,Kyrgios N.,13,9,7-6 6-3,0
Citi Open,2022-08-07,ATP500,Outdoor,Hard,Semifinals,3,Rublev A.,15.48,Nishioka Y.,14.94,Nishioka Y.,7,12,3-6 4-6,1
Citi Open,2022-08-07,ATP500,Outdoor,Hard,The Final,3,Kyrgios N.,15.71,Nishioka Y.,14.94,Kyrgios N.,12,7,6-4 6-3,0
Canadian Open,2022-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Cerundolo F.,15.49,Khachanov K.,15.43,Khachanov K.,16,18,6-7 7-5 3-6,1
Canadian Open,2022-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Molcan A.,15.31,Mcdonald M.,15.07,Molcan A.,13,10,7-6 6-4,0
Canadian Open,2022-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Brooksby J.,15.33,Bublik A.,15.33,Brooksby J.,12,5,6-2 6-3,0
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,15.62,Carreno Busta P.,15.44,Carreno Busta P.,5,12,3-6 2-6,1
