tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,p1_games,p2_games,score,p_win
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,15.37,Pospisil V.,14.71,Paul T.,12,8,6-4 6-4,0
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Karatsev A.,15.17,Cressy M.,15.23,Cressy M.,8,12,4-6 4-6,1
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,15.52,Coric B.,15.2,Cilic M.,12,5,6-3 6-2,0
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Dimitrov G.,15.52,Galarneau A.,14.44,Dimitrov G.,13,9,6-4 7-5,0
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,15.08,Mannarino A.,14.79,Mannarino A.,6,12,3-6 3-6,1
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,15.1,Krajinovic F.,15.17,Evans D.,13,8,6-2 1-6 6-0,0
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Gaston H.,14.75,Draper J.,15.2,Draper J.,5,12,2-6 3-6,1
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,De Minaur A.,15.51,Shapovalov D.,15.19,De Minaur A.,14,11,7-5 7-6,0
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Baez S.,15.51,Kyrgios N.,15.72,Kyrgios N.,8,12,4-6 4-6,1
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Rune H.,15.32,Fognini F.,15.12,Rune H.,13,8,6-3 7-5,0
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Bonzi B.,15.25,Tiafoe F.,15.28,Tiafoe F.,15,19,7-6 5-7 3-6,1
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Bautista Agut R.,15.49,Giron M.,14.93,Bautista Agut R.,13,9,7-6 6-3,0
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Nakashima B.,15.3,Norrie C.,15.53,Norrie C.,8,12,4-6 4-6,1
Canadian Open,2022-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,14.95,Paire B.,14.81,Nishioka Y.,12,5,6-2 6-3,0
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,15.31,Fritz T.,15.7,Fritz T.,4,12,1-6 3-6,1
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,15.44,Kecmanovic M.,15.46,Van De Zandschulp B.,13,6,6-1 7-5,0
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,15.35,Schwartzman D.,15.38,Schwartzman D.,13,13,6-1 3-6 4-6,1
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,15.31,Hurkacz H.,15.59,Hurkacz H.,12,18,3-6 7-6 2-6,1
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,15.37,Alcaraz C.,15.82,Paul T.,19,16,6-7 7-6 6-3,0
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Molcan A.,15.31,Ruud C.,15.61,Ruud C.,9,13,6-7 3-6,1
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,15.49,Brooksby J.,15.33,Bautista Agut R.,13,6,7-5 6-1,0
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,15.32,Carreno Busta P.,15.44,Carreno Busta P.,3,12,0-6 3-6,1
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,15.69,Mannarino A.,14.79,Sinner J.,14,12,2-6 6-4 6-2,0
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,15.79,Kyrgios N.,15.72,Kyrgios N.,13,18,7-6 4-6 2-6,1
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,15.52,Khachanov K.,15.43,Cilic M.,12,5,6-3 6-2,0
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,15.52,De Minaur A.,15.51,De Minaur A.,11,14,6-7 5-7,1
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,15.28,Fritz T.,15.7,Fritz T.,12,17,7-5 1-6 4-6,1
Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,15.44,Norrie C.,15.53,Norrie C.,3,12,1-6 2-6,1
Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,15.1,Rublev A.,15.45,Evans D.,12,8,6-4 6-4,0
Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Draper J.,15.2,Tsitsipas S.,15.72,Draper J.,14,11,7-5 7-6,0
Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,15.49,Ruud C.,15.61,Ruud C.,17,19,7-6 6-7 4-6,1
Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Evans D.,15.1,Fritz T.,15.7,Evans D.,15,17,7-6 1-6 7-5,0
Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,15.51,Kyrgios N.,15.72,Kyrgios N.,5,12,2-6 3-6,1
Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,15.37,Cilic M.,15.52,Paul T.,12,6,6-4 6-2,0
Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,15.69,Carreno Busta P.,15.44,Carreno Busta P.,6,12,2-6 4-6,1
Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,15.59,Kyrgios N.,15.72,Hurkacz H.,19,14,7-6 6-7 6-1,0
Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Evans D.,15.1,Paul T.,15.37,Evans D.,13,13,1-6 6-3 6-4,0
Canadian Open,2022-08-13,Masters 1000,Outdoor,Hard,Quarterfinals,3,Draper J.,15.2,Carreno Busta P.,15.44,Carreno Busta P.,7,13,6-7 1-6,1
Canadian Open,2022-08-13,Masters 1000,Outdoor,Hard,Semifinals,3,Hurkacz H.,15.59,Ruud C.,15.61,Hurkacz H.,17,12,5-7 6-3 6-2,0
Canadian Open,2022-08-14,Masters 1000,Outdoor,Hard,Semifinals,3,Evans D.,15.1,Carreno Busta P.,15.44,Carreno Busta P.,14,19,5-7 7-6 2-6,1
Canadian Open,2022-08-14,Masters 1000,Outdoor,Hard,The Final,3,Carreno Busta P.,15.44,Hurkacz H.,15.59,Carreno Busta P.,15,12,3-6 6-3 6-3,0
Western & Southern Financial Group Masters,2022-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Cressy M.,15.23,Van De Zandschulp B.,15.44,Van De Zandschulp B.,12,16,2-6 6-4 4-6,1
Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,15.07,Basilashvili N.,14.88,Mcdonald M.,12,1,6-0 6-1,0
Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Molcan A.,15.32,Schwartzman D.,15.39,Schwartzman D.,13,17,7-5 4-6 2-6,1
Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Karatsev A.,15.15,Nakashima B.,15.29,Karatsev A.,14,10,7-5 7-5,0
Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Cerundolo F.,15.54,Bautista Agut R.,15.53,Bautista Agut R.,13,18,7-6 4-6 2-6,1
Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Norrie C.,15.56,Rune H.,15.34,Norrie C.,17,16,7-6 4-6 6-4,0
Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,15.56,Munar J.,15.29,Cilic M.,12,6,6-3 6-3,0
Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Goffin D.,15.44,Giron M.,14.96,Giron M.,7,12,3-6 4-6,1
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,15.67,Khachanov K.,15.43,Korda S.,12,7,6-3 6-4,0
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,15.63,Tiafoe F.,15.35,Tiafoe F.,18,18,6-7 6-4 6-7,1
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,15.16,Dimitrov G.,15.53,Shapovalov D.,13,9,7-6 6-3,0
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Musetti L.,15.41,Coric B.,15.24,Coric B.,9,13,6-7 3-6,1
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Sinner J.,15.71,Kokkinakis T.,15.29,Sinner J.,19,17,6-7 6-4 7-6,0
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Brooksby J.,15.36,Paul T.,15.39,Paul T.,5,12,3-6 2-6,1
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,De Minaur A.,15.55,Laaksonen H.,14.37,De Minaur A.,12,4,6-2 6-2,0
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,15.48,Carreno Busta P.,15.49,Kecmanovic M.,15,17,1-6 7-5 7-6,0
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,15.39,Kyrgios N.,15.77,Kyrgios N.,9,13,5-7 4-6,1
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Fritz T.,15.73,Baez S.,15.53,Fritz T.,12,2,6-1 6-1,0
Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,15.13,Shelton B.,14.77,Shelton B.,17,17,6-7 6-3 5-7,1
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Krajinovic F.,15.19,Evans D.,15.12,Krajinovic F.,12,7,6-3 6-4,0
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Mcdonald M.,15.07,Alcaraz C.,15.82,Alcaraz C.,5,12,3-6 2-6,1
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,15.56,Ruusuvuori E.,15.31,Cilic M.,19,16,6-4 6-7 7-5,0
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,15.45,Medvedev D.,15.81,Medvedev D.,9,13,4-6 5-7,1
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,15.39,Karatsev A.,15.15,Schwartzman D.,16,14,7-6 3-6 6-2,0
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Norrie C.,15.56,Murray A.,15.32,Norrie C.,15,13,3-6 6-3 6-4,0
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,15.15,Rublev A.,15.45,Rublev A.,15,19,7-6 6-7 2-6,1
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,15.39,Shapovalov D.,15.16,Shapovalov D.,13,15,6-3 4-6 3-6,1
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,14.77,Ruud C.,15.66,Shelton B.,12,6,6-3 6-3,0
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Kyrgios N.,15.77,Fritz T.,15.73,Fritz T.,5,12,3-6 2-6,1
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,15.75,Krajinovic F.,15.19,Tsitsipas S.,12,7,6-3 6-4,0
Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Giron M.,14.96,Bautista Agut R.,15.53,Bautista Agut R.,6,12,3-6 3-6,1
Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,15.35,Korda S.,15.67,Korda S.,11,16,6-4 1-6 4-6,1
Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,15.73,Rublev A.,15.45,Fritz T.,19,14,6-7 6-2 7-5,0
Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3,Shapovalov D.,15.16,Medvedev D.,15.81,Medvedev D.,10,14,5-7 5-7,1
Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,15.75,Schwartzman D.,15.39,Tsitsipas S.,12,6,6-3 6-3,0
Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,15.53,Coric B.,15.24,Coric B.,5,12,2-6 3-6,1
Western & Southern Financial Group Masters,2022-08-19,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,15.82,Cilic M.,15.56,Alcaraz C.,13,7,7-6 6-1,0
Western & Southern Financial Group Masters,2022-08-19,Masters 1000,Outdoor,Hard,3rd Round,3,Shelton B.,14.77,Norrie C.,15.56,Norrie C.,2,12,0-6 2-6,1
Western & Southern Financial Group Masters,2022-08-19,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,15.81,Fritz T.,15.73,Medvedev D.,13,9,7-6 6-3,0
Western & Southern Financial Group Masters,2022-08-20,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,15.82,Norrie C.,15.56,Norrie C.,17,19,6-7 7-6 4-6,1
Western & Southern Financial Group Masters,2022-08-21,Masters 1000,Outdoor,Hard,Semifinals,3,Coric B.,15.24,Norrie C.,15.56,Coric B.,12,7,6-3 6-4,0
Western & Southern Financial Group Masters,2022-08-21,Masters 1000,Outdoor,Hard,Semifinals,3,Medvedev D.,15.81,Tsitsipas S.,15.75,Tsitsipas S.,15,16,6-7 6-3 3-6,1
Western & Southern Financial Group Masters,2022-08-21,Masters 1000,Outdoor,Hard,The Final,3,Coric B.,15.24,Tsitsipas S.,15.75,Coric B.,13,8,7-6 6-2,0
Winston-Salem Open at Wake Forest University,2022-08-21,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,14.97,Kudla D.,14.83,Monteiro T.,14,11,7-6 7-5,0
Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,15.49,Djere L.,15.46,Djere L.,12,15,3-6 6-3 3-6,1
Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3,Millman J.,14.82,Gaston H.,14.74,Millman J.,12,5,6-2 6-3,0
Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3,Daniel T.,14.97,Griekspoor T.,15.31,Griekspoor T.,9,13,6-7 3-6,1
Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,14.43,Lehecka J.,14.96,Gojowczyk P.,12,7,6-4 6-3,0
Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,15.31,Duckworth J.,14.89,Duckworth J.,15,17,6-4 3-6 6-7,1
Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3,Nava E.,13.47,Johnson S.,15.08,Johnson S.,5,12,3-6 2-6,1
Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,15.21,Coria F.,14.9,Ymer M.,12,5,6-2 6-3,0
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,14.67,Pervolarakis M.,13.76,Edmund K.,13,7,6-2 7-5,0
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,15.22,Fognini F.,15.13,Fognini F.,10,14,5-7 5-7,1
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,2nd Round,3,Monteiro T.,14.99,Basilashvili N.,14.89,Monteiro T.,12,5,6-4 6-1,0
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,2nd Round,3,Ivashka I.,15.4,Gojowczyk P.,14.43,Ivashka I.,12,6,6-4 6-2,0
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,2nd Round,3,Sousa J.,14.9,Djere L.,15.46,Djere L.,15,17,6-4 3-6 6-7,1
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,2nd Round,3,Cressy M.,15.32,Duckworth J.,14.89,Cressy M.,12,6,6-3 6-3,0
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,15.34,Mannarino A.,14.78,Mannarino A.,5,12,4-6 1-6,1
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,15.08,Martinez P.,15.08,Johnson S.,13,8,7-6 6-2,0
Winston-Salem Open at Wake Forest University,2022-08-23,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,14.67,Bonzi B.,15.24,Bonzi B.,10,13,4-6 6-7,1
Winston-Salem Open at Wake Forest University,2022-08-24,ATP250,Outdoor,Hard,2nd Round,3,Draper J.,15.2,Fognini F.,15.13,Draper J.,16,9,6-2 4-6 6-1,0
Winston-Salem Open at Wake Forest University,2022-08-24,ATP250,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,15.46,Griekspoor T.,15.31,Van De Zandschulp B.,13,9,7-6 6-3,0
Winston-Salem Open at Wake Forest University,2022-08-24,ATP250,Outdoor,Hard,2nd Round,3,Sonego L.,15.12,Tabilo A.,15.05,Sonego L.,13,6,7-5 6-1,0
Winston-Salem Open at Wake Forest University,2022-08-24,ATP250,Outdoor,Hard,3rd Round,3,Kubler J.,15.16,Djere L.,15.46,Djere L.,16,19,6-7 7-6 3-6,1
Winston-Salem Open at Wake Forest University,2022-08-24,ATP250,Outdoor,Hard,3rd Round,3,Cressy M.,15.32,Sonego L.,15.12,Cressy M.,19,15,6-7 6-2 7-6,0
Winston-Salem Open at Wake Forest University,2022-08-24,ATP250,Outdoor,Hard,3rd Round,3,Munar J.,15.32,Van De Zandschulp B.,15.46,Van De Zandschulp B.,6,12,3-6 3-6,1
Winston-Salem Open at Wake Forest University,2022-08-25,ATP250,Outdoor,Hard,3rd Round,3,Bonzi B.,15.24,Monteiro T.,14.99,Bonzi B.,13,7,7-5 6-2,0
Winston-Salem Open at Wake Forest University,2022-08-25,ATP250,Outdoor,Hard,3rd Round,3,Thiem D.,14.98,Draper J.,15.2,Draper J.,5,12,1-6 4-6,1
Winston-Salem Open at Wake Forest University,2022-08-25,ATP250,Outdoor,Hard,Quarterfinals,3,Cressy M.,15.32,Mannarino A.,14.78,Mannarino A.,10,13,4-6 6-7,1
Winston-Salem Open at Wake Forest University,2022-08-25,ATP250,Outdoor,Hard,Quarterfinals,3,Van De Zandschulp B.,15.46,Bonzi B.,15.24,Van De Zandschulp B.,14,12,7-6 7-6,0
Winston-Salem Open at Wake Forest University,2022-08-27,ATP250,Outdoor,Hard,Semifinals,3,Van De Zandschulp B.,15.46,Mannarino A.,14.78,Mannarino A.,4,12,0-6 4-6,1
Winston-Salem Open at Wake Forest University,2022-08-27,ATP250,Outdoor,Hard,The Final,3,Djere L.,15.46,Mannarino A.,14.78,Mannarino A.,10,13,6-7 4-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,15.75,Bagnis F.,14.77,Korda S.,25,19,5-7 7-6 7-5 6-1,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Nava E.,13.48,Millman J.,14.81,Nava E.,25,25,7-6 4-6 7-6 1-6 6-1,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,15.08,Davidovich Fokina A.,15.43,Davidovich Fokina A.,11,19,3-6 5-7 3-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Rinderknech A.,14.84,Halys Q.,14.96,Rinderknech A.,23,17,4-6 7-6 6-3 6-2,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Majchrzak K.,15.14,Tabilo A.,15.01,Tabilo A.,13,24,1-6 4-6 7-6 1-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,15.31,Cerundolo F.,15.56,Murray A.,19,11,7-5 6-3 6-3,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Kozlov S.,14.19,Medvedev D.,15.88,Medvedev D.,6,18,2-6 4-6 0-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,15.66,Jarry N.,14.73,Berrettini M.,18,8,6-2 6-3 6-3,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,14.66,Ruud C.,15.72,Ruud C.,10,19,3-6 5-7 2-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,14.76,Grenier H.,14.78,Grenier H.,15,22,6-4 2-6 3-6 4-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Borges N.,14.68,Shelton B.,14.88,Borges N.,29,28,7-6 3-6 7-6 6-7 6-3,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Kudla D.,14.83,Khachanov K.,15.4,Khachanov K.,11,21,6-3 1-6 2-6 2-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,15.64,Thiem D.,14.98,Carreno Busta P.,24,16,7-5 6-1 5-7 6-3,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,15.24,De Minaur A.,15.58,De Minaur A.,10,19,5-7 2-6 3-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,14.97,Garin C.,15.36,Garin C.,18,23,6-3 6-7 5-7 1-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,15.02,Molcan A.,15.35,Monteiro T.,22,15,6-4 4-6 6-4 6-1,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Machac T.,14.88,Van De Zandschulp B.,15.49,Van De Zandschulp B.,24,26,6-3 6-7 1-6 6-3 5-7,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,15.38,Gaston H.,14.75,Bublik A.,18,12,6-4 6-4 6-4,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,15.13,Thompson J.,15.06,Thompson J.,22,21,6-2 6-1 2-6 4-6 4-6,1
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Draper J.,15.25,Ruusuvuori E.,15.34,Draper J.,18,10,6-4 6-3 6-3,0
US Open,2022-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,15.81,Holt B.,14.44,Holt B.,20,25,7-6 6-7 3-6 4-6,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Cachin P.,15.1,Bedene A.,14.88,Cachin P.,25,26,6-4 6-3 5-7 1-6 7-6,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Bonzi B.,15.26,Humbert U.,14.88,Bonzi B.,27,22,7-6 6-1 5-7 3-6 6-2,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,15.31,Kyrgios N.,15.82,Kyrgios N.,13,19,3-6 4-6 6-7,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Kotov P.,14.94,Nakashima B.,15.31,Nakashima B.,10,19,6-7 2-6 2-6,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,15.57,Johnson S.,15.12,Dimitrov G.,18,7,6-3 6-2 6-2,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,14.84,Norrie C.,15.65,Norrie C.,6,19,0-6 6-7 0-6,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,14.9,Mcdonald M.,15.1,Sousa J.,21,21,1-6 7-6 7-6 6-3,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,15.21,Vesely J.,15.16,Evans D.,18,6,6-4 6-1 6-1,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,14.45,Rune H.,15.38,Rune H.,12,19,2-6 4-6 6-7,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,15.47,Djere L.,15.48,Rublev A.,26,25,7-6 6-3 3-6 4-6 6-4,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Tien L.,13.82,Kecmanovic M.,15.5,Kecmanovic M.,13,21,6-3 1-6 3-6 3-6,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Coria F.,14.89,Griekspoor T.,15.31,Coria F.,19,12,7-5 6-4 6-3,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Marterer M.,14.7,Cilic M.,15.64,Cilic M.,10,19,3-6 2-6 5-7,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,14.86,Martinez P.,15.07,Eubanks C.,20,14,7-5 6-3 7-6,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Couacaud E.,14.63,Coric B.,15.42,Coric B.,25,27,2-6 6-7 6-3 6-4 5-7,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,15.78,Altmaier D.,14.8,Sinner J.,26,17,5-7 6-2 6-1 3-6 6-1,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,15.51,Musetti L.,15.42,Musetti L.,27,26,6-3 5-7 4-6 6-3 6-7,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,14.81,Brouwer G.,14.67,Brouwer G.,11,18,3-6 4-6 4-6,1
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Ivashka I.,15.42,Querrey S.,14.75,Ivashka I.,23,19,4-6 6-4 7-6 6-3,0
US Open,2022-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Otte O.,15.29,Hurkacz H.,15.72,Hurkacz H.,10,18,4-6 2-6 4-6,1
